,0,p_value
1448454310,0.102595281,0.308165056
1448454325,0.088824998,0.636245811
1448454340,0.187473286,0.244942447
1448454355,0.351815436,0.416209822
1448454370,0.452320152,0.081033029
1448454385,0.428602926,0.005681697
1448454400,0.312339297,0.013754151
1448454415,0.231673058,0.074217165
1448454430,0.168829015,0.142471899
1448454445,0.087321104,0.610777139
1448454460,0.128218902,0.351129501
1448454475,0.132077731,0.309238052
1448454490,0.054513559,0.142833151
1448454505,0.074101295,0.55218687
1448454520,0.228527196,0.629795799
1448454535,0.383627046,0.498264644
1448454550,0.376244227,0.218209626
1448454565,0.30419699,0.191494237
1448454580,0.205015682,0.297730174
1448454595,0.096730337,0.427662964
1448454610,0.035054103,0.887219125
1448454625,0.007592656,0.48809024
1448454640,0,0.149065039
1448455721,0.037740432,0.613825779
1448455736,0.064881979,0.107333476
1448455751,0.116859241,0.037918487
1448455766,0.125856476,0.036431144
1448455781,0.087768685,0.107660069
1448455796,0.070359387,0.387206603
1448455811,0.075682106,0.159832436
1448455826,0.078865258,0.191780862
1448455841,0.137689775,0.275265768
1448455856,0.283084773,0.158494454
1448455871,0.34082047,0.033494847
1448455886,0.240487145,0.047227811
1448455901,0.202621673,0.071737164
1448455916,0.185781643,0.203926804
1448455931,0.093834865,0.138775465
1448455946,0.06716754,0.846944587
1448455961,0.078963964,0.794115408
1448455976,0.042214551,0.794115408
1448455991,0.009545612,0.704923692
1448456006,0.002304738,0.630434072
1448456021,0.003891605,0.653102216
1448456036,0.038619166,0.608153719
1448456051,0.112770149,0.20965742
1448456066,0.181857909,0.461032423
1448456081,0.156936232,0.08077237
1448456096,0.186702535,0.1518338
1448456111,0.227280605,0.333323074
1448456126,0.114142084,0.340572629
1448456141,0.036182147,0.342656675
1448456156,0.039855638,0.539987602
1448456171,0.045261291,0.42473821
1448456186,0.025224046,0.778223723
1448456201,0.025149117,0.830192925
1448456216,0.066419717,0.863669803
1448456231,0.076598928,0.551644542
1448456246,0.060347171,0.441654809
1448456261,0.064768335,0.32649905
1448456276,0.063145331,0.305167438
1448456291,0.069429281,0.138303923
1448456306,0.108947407,0.262448524
1448456321,0.109745753,0.275474709
1448456336,0.11164222,0.400965358
1448456351,0.110135916,0.694783232
1448456366,0.116434371,0.304668899
1448456381,0.229627902,0.012699892
1448456396,0.277404938,0.024512481
1448456411,0.196617844,0.382710472
1448456426,0.12679215,0.385214863
1448456441,0.06864184,0.153508975
1448456456,0.044192537,0.373178109
1448456471,0.07948854,0.784747056
1448456486,0.084873229,0.612394344
1448456501,0.088865721,0.78677785
1448456516,0.065678882,0.78342336
1448456531,0.027434866,0.568571136
1448456546,0.06204211,0.537805355
1448456561,0.115847004,0.111399957
1448456576,0.091014639,0.067623459
1448456591,0.045026506,0.04430862
1448456606,0.110770346,0.412802835
1448456621,0.204385417,0.25255694
1448456636,0.189106068,0.392277586
1448456651,0.097793833,0.237911871
1448456666,0.040150299,0.802549805
1448456681,0.056595237,0.801573068
1448456696,0.07032436,0.825739703
1448456711,0.029348251,0.777133411
1448456726,0.011060717,0.727359329
1448456741,0.065436495,0.31390348
1448456756,0.092322197,0.156677748
1448456771,0.055138005,0.288886295
1448456786,0.024989456,0.376417827
1448456801,0.010257699,0.741725849
1448456816,0.014802077,0.691113921
1448456831,0.025645208,0.6172243
1448456846,0.062987214,0.593745765
1448456861,0.056029726,0.826384925
1448456876,0.01992938,0.447040191
1448456891,0.064479108,0.141300907
1448456906,0.074394506,0.120234085
1448456921,0.033801935,0.663122205
1448456936,0.040341447,0.702363371
1448456951,0.068990003,0.405084775
1448456966,0.084596125,0.47999298
1448456981,0.104026041,0.187226761
1448456996,0.117823335,0.179570932
1448457011,0.093206027,0.239579694
1448457026,0.053882528,0.547938272
1448457041,0.029572674,0.147124861
1448457056,0.099255149,0.093126346
1448457071,0.134721114,0.18114857
1448457086,0.050983996,0.363649149
1448457101,0.016035188,0.744090875
1448457116,0.030651149,0.757846511
1448457131,0.02418929,0.743633709
1448457146,0.00593269,0.676301141
1448457161,0.000312309,0.347113573
1448457176,0.002488094,0.631684616
1448457191,0.020971238,0.703747526
1448457206,0.069926513,0.779841192
1448457221,0.113731459,0.30984107
1448457236,0.09117786,0.51987931
1448457251,0.033244937,0.802450597
1448457266,0.00670972,0.746572073
1448457281,0.002811005,0.6399134
1448457296,0.002618572,0.635476852
1448457311,0.021518374,0.672728798
1448457326,0.03597002,0.742505398
1448457341,0.026437181,0.541666032
1448457356,0.105731408,0.243831155
1448457371,0.181558268,0.212522523
1448457386,0.127930333,0.212351321
1448457401,0.069146182,0.630051773
1448457416,0.036852264,0.76604954
1448457431,0.017784758,0.719212056
1448457446,0.026005244,0.638686842
1448457461,0.029069917,0.429224066
1448457476,0.031566768,0.530446885
1448457491,0.037024713,0.577287537
1448457506,0.051381646,0.814174351
1448457521,0.097639069,0.471029732
1448457536,0.090474995,0.267167137
1448457551,0.03519357,0.13619854
1448457566,0.072511097,0.636760396
1448457581,0.093880342,0.235144742
1448457596,0.063299957,0.040883595
1448457611,0.040188399,0.109807635
1448457626,0.049983074,0.406324224
1448457641,0.106906282,0.408414164
1448457656,0.093413149,0.194825382
1448457671,0.1116578,0.029604939
1448457686,0.160432396,0.189965078
1448457701,0.130096656,0.059696595
1448457716,0.087368711,0.084244775
1448457731,0.079763642,0.515426019
1448457746,0.083893069,0.566002898
